ndvi,rainfall_mm,temperature_c,solar_radiation,land_area_ha,crop_type,harvest_days,yield_ton_per_ha,risk_level,provinsi,tahun,data_source,ndvi_source,produksi_ton,luas_panen_ha
0.52,346.6,26.7,17.0,2.0,jagung,100,6.376,low,BENGKULU,2024,nasa_power,seasonal_estimate,62877.0,9861.0
0.52,179.6,27.8,16.5,2.0,jagung,100,6.515,low,LAMPUNG,2024,nasa_power,seasonal_estimate,1107739.0,170017.0
0.52,146.2,28.7,17.4,2.0,jagung,100,6.0,low,KEPULAUAN RIAU,2024,nasa_power,seasonal_estimate,12.0,2.0
0.57,311.0,22.2,17.7,2.0,jagung,100,7.235,low,JAWA BARAT,2024,nasa_power,seasonal_estimate,564291.0,77993.0
0.57,201.9,26.6,18.1,2.0,jagung,100,5.885,low,JAWA TENGAH,2024,nasa_power,seasonal_estimate,2426509.0,412338.0
0.57,211.3,26.4,18.1,2.0,jagung,100,5.044,low,DAERAH ISTIMEWA YOGYAKARTA,2024,nasa_power,seasonal_estimate,189378.0,37547.0
0.57,158.4,27.5,18.4,2.0,jagung,100,6.218,low,JAWA TIMUR,2024,nasa_power,seasonal_estimate,4595792.0,739157.0
0.57,237.8,26.4,16.5,2.0,jagung,100,6.002,low,BANTEN,2024,nasa_power,seasonal_estimate,12677.0,2112.0
0.57,147.3,26.0,19.7,2.0,jagung,100,5.092,low,BALI,2024,nasa_power,seasonal_estimate,39055.0,7670.0
0.52,113.2,27.3,20.2,2.0,jagung,100,6.962,low,NUSA TENGGARA BARAT,2024,nasa_power,seasonal_estimate,1209784.0,173760.0
0.52,149.3,27.2,20.1,2.0,jagung,100,2.693,high,NUSA TENGGARA TIMUR,2024,nasa_power,seasonal_estimate,293052.0,108816.0
0.52,340.5,26.5,17.0,2.0,jagung,100,4.649,medium,KALIMANTAN BARAT,2024,nasa_power,seasonal_estimate,90419.0,19450.0
0.52,294.2,27.6,17.2,2.0,jagung,100,5.217,low,KALIMANTAN TENGAH,2024,nasa_power,seasonal_estimate,44638.0,8556.0
0.52,226.2,27.3,16.8,2.0,jagung,100,5.832,low,KALIMANTAN SELATAN,2024,nasa_power,seasonal_estimate,109438.0,18766.0
0.52,207.3,26.4,17.6,2.0,jagung,100,4.304,medium,KALIMANTAN TIMUR,2024,nasa_power,seasonal_estimate,3955.0,919.0
0.52,264.8,23.8,17.3,2.0,jagung,100,5.038,low,KALIMANTAN UTARA,2024,nasa_power,seasonal_estimate,1058.0,210.0
0.52,173.2,25.0,18.6,2.0,jagung,100,3.735,medium,SULAWESI UTARA,2024,nasa_power,seasonal_estimate,112772.0,30190.0
0.52,242.4,22.3,16.5,2.0,jagung,100,4.449,medium,SULAWESI TENGAH,2024,nasa_power,seasonal_estimate,84798.0,19061.0
0.52,319.9,23.6,18.5,2.0,jagung,100,5.924,low,SULAWESI SELATAN,2024,nasa_power,seasonal_estimate,1131504.0,191012.0
0.52,192.1,27.0,17.6,2.0,jagung,100,3.946,medium,SULAWESI TENGGARA,2024,nasa_power,seasonal_estimate,79444.0,20135.0
0.52,178.4,26.6,18.6,2.0,jagung,100,4.882,low,GORONTALO,2024,nasa_power,seasonal_estimate,625972.0,128231.0
0.52,245.9,21.4,17.0,2.0,jagung,100,5.033,low,SULAWESI BARAT,2024,nasa_power,seasonal_estimate,30296.0,6019.0
0.52,232.3,27.1,16.9,2.0,jagung,100,3.387,high,MALUKU,2024,nasa_power,seasonal_estimate,7583.0,2239.0
0.52,204.0,27.6,18.3,2.0,jagung,100,3.44,high,MALUKU UTARA,2024,nasa_power,seasonal_estimate,4530.0,1317.0
0.52,287.0,24.1,16.6,2.0,jagung,100,4.967,low,PAPUA BARAT,2024,nasa_power,seasonal_estimate,3720.0,749.0
0.52,287.0,24.1,16.6,2.0,jagung,100,1.587,high,PAPUA BARAT,2024,nasa_power,seasonal_estimate,1189.0,749.0
0.52,287.0,24.1,16.6,2.0,jagung,100,5.215,low,PAPUA BARAT,2024,nasa_power,seasonal_estimate,1189.0,228.0
0.52,218.4,23.7,15.3,2.0,jagung,100,3.953,medium,PAPUA,2024,nasa_power,seasonal_estimate,3913.0,990.0
0.52,370.4,26.4,15.7,2.0,jagung,100,5.13,low,PAPUA SELATAN,2024,nasa_power,seasonal_estimate,2098.0,409.0
0.52,356.4,19.7,16.5,2.0,jagung,100,4.048,medium,PAPUA TENGAH,2024,nasa_power,seasonal_estimate,5036.0,1244.0
0.52,183.5,14.2,17.4,2.0,jagung,100,5.146,low,PAPUA PEGUNUNGAN,2024,nasa_power,seasonal_estimate,247.0,48.0
